ds,yhat,yhat_lower,yhat_upper,Equipo
2023-11-06,452.66420608478313,439.67738390571446,467.0569648677522,Price_Equipo1
2023-11-07,451.9333612793698,437.94022199565,465.06938521248844,Price_Equipo1
2023-11-08,451.22304838952414,438.0447264497316,466.0967969014243,Price_Equipo1
2023-11-09,450.8719958280261,437.77067454481573,464.5539297469484,Price_Equipo1
2023-11-10,450.65044797434194,437.8113865744999,464.1767306564122,Price_Equipo1
2023-11-11,440.6423968370564,427.3261494159022,453.73320235685566,Price_Equipo1
2023-11-12,440.40127416859053,426.4344218727961,454.3029325185509,Price_Equipo1
2023-11-13,450.53718202873813,437.2581094142281,463.1323125714935,Price_Equipo1
2023-11-14,450.0264462865365,436.2361411515752,462.46791565619776,Price_Equipo1
2023-11-15,449.537033857025,437.4787943603743,463.17342709492067,Price_Equipo1
2023-11-16,449.4078998648534,435.25383871662706,462.8109497713865,Price_Equipo1
2023-11-17,449.4095715847264,436.3657696601961,462.0307900765348,Price_Equipo1
2023-11-18,439.6263393822559,426.6944788124336,452.98849106244353,Price_Equipo1
2023-11-19,439.6119055937895,425.99387383474055,452.54350575968544,Price_Equipo1
2023-11-20,449.97657103388656,435.9765239723636,463.91259610580335,Price_Equipo1
2023-11-21,449.6967453829729,436.22956073374905,463.35548432373935,Price_Equipo1
2023-11-22,449.44032402232733,435.6023557867589,462.3704354067736,Price_Equipo1
2023-11-23,449.54599922842704,435.5662614391356,462.38069428135174,Price_Equipo1
2023-11-24,449.78381417955103,436.9328130997549,463.6168119919349,Price_Equipo1
2023-11-25,440.2373314301249,427.6970484799477,454.09129230182765,Price_Equipo1
2023-11-26,440.45926799572464,427.28633928882726,453.9804241795636,Price_Equipo1
2023-11-27,451.0586776694133,436.9752863976563,464.55826666265966,Price_Equipo1
2023-11-28,451.0104674412754,437.5015644695947,464.5516830539338,Price_Equipo1
2023-11-29,450.9807908684745,437.0259481368948,464.16712431926646,Price_Equipo1
2023-11-30,451.30638622887784,438.1532947925658,464.1783270134281,Price_Equipo1
2023-12-01,451.7551674687673,436.23540210651663,465.74789976897756,Price_Equipo1
2023-12-02,442.40843879835086,428.8381538709866,455.0900895895351,Price_Equipo1
2023-12-03,442.81658393624394,429.63069843127397,455.68852174884245,Price_Equipo1
2023-12-04,453.5863091691557,439.6399762565759,467.03539502062125,Price_Equipo1
2023-12-05,453.69022537328595,439.48270463176954,467.16942293172224,Price_Equipo1
2023-12-06,453.7923098974749,440.269819195135,467.5214457175528,Price_Equipo1
2023-12-07,454.2273140296388,441.1151861972346,468.04640211252206,Price_Equipo1
2023-12-08,454.7614218463551,442.79174338945,468.6154464236776,Price_Equipo1
2023-12-09,445.4745290582238,432.13933266051833,458.3525489295887,Price_Equipo1
2023-12-10,445.9159906519569,433.31587087959866,459.78300679554275,Price_Equipo1
2023-12-11,456.69191440842104,442.39200157349086,470.284679581184,Price_Equipo1
2023-12-12,456.7747835385272,443.8918640388484,470.3038853220021,Price_Equipo1
2023-12-13,456.82894767959147,443.3557121871685,470.0911399434811,Price_Equipo1
2023-12-14,457.19004662405223,443.56302296876987,470.8478867604884,Price_Equipo1
2023-12-15,457.62567158673266,444.28595605579,470.5051671435117,Price_Equipo1
2023-12-16,448.2176320282093,433.5104969783044,462.228786384887,Price_Equipo1
2023-12-17,448.5176766658653,433.6508268493919,461.8789430967035,Price_Equipo1
2023-12-18,459.13474602537457,445.28270764041116,472.41398507582136,Price_Equipo1
2023-12-19,459.0445404925002,445.72671614097845,472.45272739390066,Price_Equipo1
2023-12-20,458.91494426179423,446.0212456538352,472.94734854641456,Price_Equipo1
2023-12-21,459.085371114894,446.116113144132,471.48575481115205,Price_Equipo1
2023-12-22,459.3273387701184,446.46591070962444,472.9777077886468,Price_Equipo1
2023-12-23,449.72664207636905,435.7650515068962,462.60854769470563,Price_Equipo1
2023-12-24,449.83897620052784,436.05019256832696,464.09655404070656,Price_Equipo1
2023-12-25,460.27708986928917,447.91337286011236,473.25761523119263,Price_Equipo1
2023-12-26,460.0202554482373,446.5254273265067,474.1537374253459,Price_Equipo1
2023-12-27,459.73959910837914,445.1674794212406,473.9898531515493,Price_Equipo1
2023-12-28,459.77735981431323,445.86908135976233,473.451598741169,Price_Equipo1
2023-12-29,459.90738653871506,446.3750312286533,473.3676317079144,Price_Equipo1
2023-12-30,450.21724641887533,436.6054527347267,462.5916583136805,Price_Equipo1
2023-12-31,450.26379714936326,436.27920036375,463.99375632324393,Price_Equipo1
2023-09-01,1066.1789072966556,1042.1402362048266,1090.892777143162,Price_Equipo2
2023-09-02,1076.187892520929,1049.127754618229,1102.3939445044218,Price_Equipo2
2023-09-03,1076.6303182802935,1051.2770125333195,1102.135320717523,Price_Equipo2
2023-09-04,1065.1947142711583,1040.5425036618483,1089.1565842524496,Price_Equipo2
2023-09-05,1065.1349102732333,1040.6531268968888,1089.575193369959,Price_Equipo2
2023-09-06,1066.6397566470662,1040.8762514860437,1092.7568336938298,Price_Equipo2
2023-09-07,1066.2453388737629,1040.9040804750637,1090.8097652793963,Price_Equipo2
2023-09-08,1068.5284327873403,1043.610964215818,1093.3055482551904,Price_Equipo2
2023-09-09,1078.174488689439,1052.10562760617,1103.4152804670794,Price_Equipo2
2023-09-10,1078.256225152266,1052.8770304094348,1104.3219938810644,Price_Equipo2
2023-09-11,1066.4708522320818,1040.964651312368,1091.6362067105126,Price_Equipo2
2023-09-12,1066.0803018223737,1041.4439645275659,1092.4642722368,Price_Equipo2
2023-09-13,1067.280739596674,1042.1707076746252,1093.3254784138032,Price_Equipo2
2023-09-14,1066.614594041022,1040.5548053756384,1091.5974054513422,Price_Equipo2
2023-09-15,1068.6638539257526,1042.5834817806144,1093.332673177267,Price_Equipo2
2023-09-16,1078.117926345394,1052.6695050597352,1105.350391533932,Price_Equipo2
2023-09-17,1078.0521392129915,1052.5657611830463,1103.3837242198679,Price_Equipo2
2023-09-18,1066.1649100733816,1041.0885534596741,1091.8912071067227,Price_Equipo2
2023-09-19,1065.7179601189882,1041.942715783878,1091.0432395803466,Price_Equipo2
2023-09-20,1066.9058479957598,1042.7448424713937,1092.2822205503633,Price_Equipo2
2023-09-21,1066.2680580259344,1040.3162997156821,1092.330419662749,Price_Equipo2
2023-09-22,1068.3823923393106,1041.1184861353386,1093.3182993427629,Price_Equipo2
2023-09-23,1077.9329562569571,1052.8669211727497,1103.0412994305932,Price_Equipo2
2023-09-24,1077.9888171802857,1052.3268728044895,1103.4457809835274,Price_Equipo2
2023-09-25,1066.2413544738024,1042.1325271179421,1091.960920735631,Price_Equipo2
2023-09-26,1065.9446742241666,1040.002882435238,1092.0107977494067,Price_Equipo2
2023-09-27,1067.2853579805414,1042.1725804458783,1092.790031806921,Price_Equipo2
2023-09-28,1066.7947742855267,1040.628430052134,1091.554375676506,Price_Equipo2
2023-09-29,1069.0426964965257,1043.6324939155545,1094.9881896775873,Price_Equipo2
2023-09-30,1078.705510236935,1052.4482261917717,1105.1125149228872,Price_Equipo2
2023-10-01,1078.8450848745128,1053.0980081578211,1104.7412841198438,Price_Equipo2
2023-10-02,1067.1463209634414,1040.06877313886,1094.1958323970755,Price_Equipo2
2023-10-03,1066.8577424331231,1038.5105446705793,1092.9267902931126,Price_Equipo2
2023-10-04,1068.1613981125265,1042.6793557522353,1094.3393552942925,Price_Equipo2
2023-10-05,1067.5852975836087,1043.2184640326814,1094.4812358069873,Price_Equipo2
2023-10-06,1069.6971218435626,1043.8475359717456,1095.2597913791174,Price_Equipo2
2023-10-07,1079.1724899646508,1051.9549687971924,1105.0109134560794,Price_Equipo2
2023-10-08,1079.0738549160135,1051.8446809356205,1103.5175464592382,Price_Equipo2
2023-10-09,1067.088040192269,1040.1231177523598,1092.3792874645874,Price_Equipo2
2023-10-10,1066.4667866788095,1040.1829570874027,1093.391835437583,Price_Equipo2
2023-10-11,1067.3965758992067,1041.8544011530846,1094.5812123251542,Price_Equipo2
2023-10-12,1066.41095705192,1040.179799577837,1092.1836773970338,Price_Equipo2
2023-10-13,1068.084121511129,1043.4357153522253,1093.8791792995396,Price_Equipo2
2023-10-14,1077.0990098595869,1051.468053612618,1101.6874594313304,Price_Equipo2
2023-10-15,1076.526029067056,1048.5726071656204,1101.6859467158376,Price_Equipo2
2023-10-16,1064.0603963518638,1037.452005920382,1089.9744394652437,Price_Equipo2
2023-10-17,1062.962484348491,1039.2614014886717,1087.4437975224423,Price_Equipo2
2023-10-18,1063.4274390796443,1038.0467866228978,1090.0750195629548,Price_Equipo2
2023-10-19,1061.9973035008998,1038.9046949756996,1086.5134611688463,Price_Equipo2
2023-10-20,1063.254395517703,1037.0542574164242,1090.1713050912892,Price_Equipo2
2023-10-21,1071.8892304909953,1045.2576219508956,1097.2463333432186,Price_Equipo2
2023-10-22,1070.979070386087,1042.283191583853,1094.799535770505,Price_Equipo2
2023-10-23,1058.225120119346,1033.99386762847,1082.9525799892597,Price_Equipo2
2023-10-24,1056.8927491180236,1030.423012761137,1082.858528599594,Price_Equipo2
2023-10-25,1057.1810122775682,1031.2321267602867,1082.4923780965792,Price_Equipo2
2023-10-26,1055.6347050039972,1030.2807240210395,1080.164644131202,Price_Equipo2
2023-10-27,1056.8377023561122,1030.6204407687437,1082.9261202718073,Price_Equipo2
2023-10-28,1065.4808725996395,1038.6397959233736,1089.816264977238,Price_Equipo2
2023-10-29,1064.6406468138084,1037.394088222162,1089.1637137071411,Price_Equipo2
2023-10-30,1052.016263812235,1026.6817979658604,1077.5540574065622,Price_Equipo2
2023-10-31,1050.8700663749223,1025.4931107196958,1076.7440030556654,Price_Equipo2
2023-11-01,1051.3971203052026,1025.95347193308,1077.5058944170746,Price_Equipo2
2023-11-02,1050.1373877652147,1025.6676810471597,1074.8349580498364,Price_Equipo2
2023-11-03,1051.6692012125286,1027.25887240327,1076.6735508363456,Price_Equipo2
2023-11-04,1060.6773242142722,1036.2413502983175,1086.7086804395233,Price_Equipo2
2023-11-05,1060.2316765239898,1034.7335389118596,1086.4133634091738,Price_Equipo2
2023-11-06,1048.0247383318826,1021.6127430309749,1072.2315425816805,Price_Equipo2
2023-11-07,1047.3120053700577,1022.5446007087249,1073.2575327919012,Price_Equipo2
2023-11-08,1048.2817622223129,1022.9176567653454,1072.8739480870022,Price_Equipo2
2023-11-09,1047.4674014029856,1020.5981802750722,1072.3915799780573,Price_Equipo2
2023-11-10,1049.4410310108058,1023.2779060552517,1074.9968399646739,Price_Equipo2
2023-11-11,1058.8816541860997,1031.777812945198,1085.137782799788,Price_Equipo2
2023-11-12,1058.8539952495414,1032.7038101143028,1086.7358233866053,Price_Equipo2
2023-11-13,1047.0459855260126,1019.7303357973899,1071.9738507883872,Price_Equipo2
2023-11-14,1046.7092792641208,1022.9304080978329,1070.9240006208918,Price_Equipo2
2023-11-15,1048.0290663850074,1021.3525940341596,1073.7799825749335,Price_Equipo2
2023-11-16,1047.536409660013,1022.0731230701047,1073.5259701946334,Price_Equipo2
2023-11-17,1049.8018497867952,1024.9443298380904,1074.5053408505557,Price_Equipo2
2023-11-18,1059.5035628432993,1033.910039279603,1085.3267795183633,Price_Equipo2
2023-11-19,1059.7061467767157,1034.0888519849345,1084.6403051096318,Price_Equipo2
2023-11-20,1048.0980521644192,1022.8674687276603,1073.1575008746056,Price_Equipo2
2023-11-21,1047.9320302582064,1023.5961874158857,1073.9699849959782,Price_Equipo2
2023-11-22,1049.3948679198231,1023.3924979787189,1074.6144459695456,Price_Equipo2
2023-11-23,1049.019640089109,1022.0699976337297,1073.8206847112115,Price_Equipo2
2023-11-24,1051.3792263634018,1025.6587472881274,1076.2355894054383,Price_Equipo2
2023-11-25,1061.1543792348639,1036.3835084221384,1087.205817329659,Price_Equipo2
2023-11-26,1061.4124235703289,1035.8053560105436,1086.1128333816475,Price_Equipo2
2023-11-27,1049.8446052628635,1025.7388846371591,1077.0588155186992,Price_Equipo2
2023-11-28,1049.7064644408238,1026.859233015716,1074.4306819006085,Price_Equipo2
2023-11-29,1051.1875048266843,1026.1653004566397,1076.1106937592413,Price_Equipo2
2023-11-30,1050.8233914256928,1026.6437999732316,1075.927131742638,Price_Equipo2
2023-12-01,1053.1894241751752,1028.3482959962648,1080.7874163771678,Price_Equipo2
2023-12-02,1062.9685756454599,1036.732450042936,1090.3874095964197,Price_Equipo2
2023-12-03,1063.230172407551,1037.1928243405857,1087.8910958608908,Price_Equipo2
2023-12-04,1051.6672375293592,1025.1563925184964,1077.0196057405387,Price_Equipo2
2023-12-05,1051.536868650139,1027.080065765295,1076.9446313614428,Price_Equipo2
2023-12-06,1053.0299218688076,1027.0201206725176,1077.517925153482,Price_Equipo2
2023-12-07,1052.6832319114483,1028.6025016522196,1078.5655112761535,Price_Equipo2
2023-12-08,1055.0731142091738,1030.0701134762185,1080.1770112929319,Price_Equipo2
2023-12-09,1064.8834347772677,1038.784938740381,1090.1876237729873,Price_Equipo2
2023-12-10,1065.1843252010215,1041.579865069234,1089.84676398769,Price_Equipo2
2023-12-11,1053.6695578641934,1027.1202321277187,1077.8221621458454,Price_Equipo2
2023-12-12,1053.5969536230107,1028.2057397261071,1079.5275072020002,Price_Equipo2
2023-12-13,1055.1580900855624,1029.284159832733,1081.460897338963,Price_Equipo2
2023-12-14,1054.8905391415003,1030.7055573314542,1079.4920975831635,Price_Equipo2
2023-12-15,1057.371377886132,1032.3973826768126,1083.0101453817933,Price_Equipo2
2023-12-16,1067.2852577391866,1041.0815146539246,1093.8848504411626,Price_Equipo2
2023-12-17,1067.7031084209716,1042.3607863793682,1092.9030697195983,Price_Equipo2
2023-12-18,1056.3194917607557,1031.8588584338975,1082.816024764952,Price_Equipo2
2023-12-19,1056.3929778787865,1031.1078647266538,1082.44618399304,Price_Equipo2
2023-12-20,1058.115812736298,1032.6678779708363,1082.8975234660693,Price_Equipo2
2023-12-21,1058.0261070135327,1031.9178168157957,1084.2761670784703,Price_Equipo2
2023-12-22,1060.7012922132717,1034.658841119498,1085.4466040642926,Price_Equipo2
2023-12-23,1070.82613093126,1046.9573839937077,1094.3234952122828,Price_Equipo2
2023-12-24,1071.4713604132564,1044.7491287380549,1097.9124367446593,Price_Equipo2
2023-12-25,1060.330987064312,1034.034770972008,1085.6246436780173,Price_Equipo2
2023-12-26,1060.6626072818963,1034.923883987825,1086.9738584360477,Price_Equipo2
2023-12-27,1062.6570264768625,1036.8189176046844,1087.5844750247209,Price_Equipo2
2023-12-28,1062.8504090441834,1037.482495689276,1090.0634313924807,Price_Equipo2
2023-12-29,1065.817707809487,1041.2074928778868,1092.1466508271706,Price_Equipo2
2023-12-30,1076.240662243742,1051.8307051095328,1102.5851331274846,Price_Equipo2
2023-12-31,1077.186446541311,1053.4967775965697,1101.7543129180053,Price_Equipo2
